Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Action, Thriller, Adventure, Crime",en,1997-11-14,6.3,sting;target;terrorist;FBI,The Jackal
"Action, Thriller, Crime",en,1991-01-31,7.1,sends;Los;Johnny;surfers,Point Break
"Drama, Comedy",en,1993-09-14,7.4,London;strangers;vents;embarks,Naked
"Horror, Mystery, Thriller",en,2017-04-27,5.6,investigative;nun;determine;priest,The Crucifixion
"Comedy, Drama, Romance",en,2010-05-14,6.3,falls;player;basketball;therapist,Just Wright
"Science Fiction, Adventure, Action, Comedy, Family",en,1991-03-22,6.1,"ooze;Turtles;Turtles,;battle",Teenage Mutant Ninja Turtles II: The Secret of the Ooze
"History, Romance, Drama",en,1985-12-20,7.2,"Blixen,;Blixen;Karen;Danish",Out of Africa
"Action, Comedy, Horror, Western",en,2004-01-02,5.5,town;Spooked;left;--,Tremors 4: The Legend Begins
"Comedy, Thriller, Crime, Mystery",en,1985-12-13,7.2,mansion;Boddy;six;killer,Clue
"Family, Animation, Adventure",en,2002-02-19,6.3,Balto;journey;discovery.;Aleu,Balto II: Wolf Quest
"Action, Crime, Comedy",en,2011-01-12,5.5,most-powerful;Los;playboy;newspaper,The Green Hornet
Horror,en,2018-05-05,5.5,makes;book;project;research,Ouija House
"Action, Animation, Drama, Mystery",ja,2014-04-19,7.0,"outside,;too;again;scared",Detective Conan: Dimensional Sniper
"Family, Comedy, Fantasy, TV Movie",en,1998-09-22,4.6,discover;cure;turning;goes,Addams Family Reunion
"Crime, Drama, Thriller",en,2016-07-13,6.6,Escobar.;Customs;U.S;scheme,The Infiltrator
"Action, Horror",en,2020-10-20,6.5,playboy;trophy;taken;Burt,Tremors: Shrieker Island
"Action, Comedy, Thriller",en,2014-10-14,6.1,straight;go;some;debt,Stretch
"Action, Comedy",fr,2003-01-29,5.7,themselves;Daniel;Claus;keep,Taxi 3
"Comedy, Drama, Romance",en,2011-03-04,6.0,end-of-summer;twin;walks;Matt,Take Me Home Tonight
"Adventure, Drama, Comedy",en,2019-08-09,7.4,crab;syndrome;home;journey,The Peanut Butter Falcon
"Comedy, Animation",en,2016-07-08,6.6,antics!;$20;need;lawn,Mower Minions
Comedy,fr,2018-05-02,5.9,Sonia;put;Three;house,MILF
"Action, Adventure, Crime, Drama, Thriller",en,2017-01-02,6.1,year;doctor;wife;desperately,Extortion
"Action, Drama, History, War",en,2016-06-24,6.7,"1863,;Knight;slaves;Jones",Free State of Jones
Horror,en,2000-08-01,6.8,Bailey;herself.;sister;savagely,Ginger Snaps
"Drama, Horror",en,1968-06-12,7.8,"known;couple,;family.;events,",Rosemary's Baby
"Horror, Fantasy, Thriller",en,2020-01-30,6.0,terrifying;tale;desperate;wood,Gretel & Hansel
"Mystery, Adventure, Comedy, Romance, Drama",en,2001-04-10,5.5,optimistic;eight-year-old.;Van;jeans,Joe Dirt
Drama,en,2021-01-13,6.9,Times;bestseller.;escape;journey,The White Tiger
Horror,en,1990-10-26,5.2,wanders;basement.;around;--,Graveyard Shift
"Drama, Science Fiction, Mystery",en,1997-07-11,7.4,"action,;truth,;message;signal",Contact
"Romance, Comedy, Drama",en,2012-04-20,5.8,interludes;;While;remind;painful,To Rome with Love
Documentary,en,2016-04-12,7.6,would;these;there;so,I'm a Porn Star: Gay 4 Pay
"Mystery, Thriller",en,1959-07-08,8.0,Thornhill;deadly;cross-country;Roger,North by Northwest
"Documentary, TV Movie",fr,2001-12-23,5.8,"dramas,;funny;superheroes.;truly",Once Upon a Time: The Super Heroes
"Science Fiction, Action",en,1953-08-13,6.9,invincible;invaders;excited;army,The War of the Worlds
"Action, Fantasy, Horror, Science Fiction",en,2009-10-01,6.3,band;works;transformed;dwindling,Daybreakers
"War, Action, Comedy, Drama",en,1986-12-05,6.8,"spoiled;attitude.;hard-nosed,;platoon",Heartbreak Ridge
"Crime, Drama, Thriller",en,2002-03-29,6.7,sanctuary;brutal;Raoul;event,Panic Room
"Family, Animation",en,2014-09-11,6.2,best;bee;Willy.;Maya,Maya the Bee Movie
"Comedy, Family, Animation, Adventure, Mystery",en,2019-02-05,8.0,Ghost;Vincent;solving;13th,Scooby-Doo! and the Curse of the 13th Ghost
"Comedy, Drama, Romance",en,1979-04-25,7.8,writer;mistress.;falls;how,Manhattan
"Music, History, Drama",en,1973-08-15,7.1,directed;Norman;film;based,Jesus Christ Superstar
Comedy,en,2006-11-01,6.7,journalist;His;documentary.;Sagdiyev,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Thriller,es,2020-09-16,6.1,face;develops;sinister;Ángel,The Paramedic
"Documentary, Animation",da,2021-06-17,8.1,grapples;looks;animation;past,Flee
"Fantasy, Action, Adventure",en,1986-12-19,5.3,serve;presence;Kong;engineer,King Kong Lives
"Action, Horror, Science Fiction",en,2009-02-27,4.8,"half,;Blood;itself;created",Anacondas: Trail of Blood
"Action, Horror, Thriller, Science Fiction",en,2019-01-08,6.5,Attorney;revenge;Car:;car,The Car: Road to Revenge
Drama,en,2018-10-12,7.5,"son,;becoming;drugs;separate,",Beautiful Boy
"Comedy, Horror",en,2005-05-12,5.3,insist;old;Valley;celebration...,2001 Maniacs
"Fantasy, Science Fiction, Thriller",en,2019-08-29,6.0,learn;sinister;facade;secret.,Paradise Hills
"Crime, Drama, Mystery, Thriller",en,2017-06-09,5.1,They;until;follows;long,Awakening the Zodiac
Comedy,en,2016-11-25,5.6,"gets;Clay,;client;close",Office Christmas Party
"Action, Thriller",en,1991-08-23,6.3,friend's;Marlboro;expanding;mob,Harley Davidson and the Marlboro Man
"Drama, Romance",en,2017-12-25,7.3,"Reynolds;Alma,;ever;young,",Phantom Thread
"Animation, Adventure, Family",fr,2013-11-17,6.9,tribes;Butor.;ladybug;journey,Minuscule: Valley of the Lost Ants
"Drama, Comedy, Family",en,2011-08-04,7.2,outback;lost;long;true,Red Dog
"Adventure, Animation, Comedy, Family, Music",en,2016-07-08,6.1,"unexpected;musician,;becoming;events.",Rock Dog
"Drama, Horror, Thriller",en,2009-05-20,6.7,bad;nature;worse.;things,Antichrist
"Adventure, Comedy, Science Fiction, Family",en,2009-06-05,5.4,"other;fantastic;Chaka,;Marshall",Land of the Lost
"Crime, Thriller",es,2020-07-24,6.5,Amaia;confronts;Baztan;secrets,Offering to the Storm
Documentary,en,2020-10-28,7.4,Egypt’s;never;secrets;together,Secrets of the Saqqara Tomb
Drama,es,2021-08-19,8.9,wrong;having;Instead;teams,"Ni tuyo, Ni mía"
"Drama, Horror, Mystery",en,2020-10-22,5.6,surrounding;college;sweethearts;troubled,The Beach House
"Thriller, Mystery",en,2018-01-04,5.6,keep.;something;discover;coast,The Vanishing
"Horror, Science Fiction, Thriller",en,2016-09-01,5.8,whether;being's;terminate;determine,Morgan
"Action, Thriller",fr,1990-02-21,7.1,"policeman,;beautiful;second;given",La Femme Nikita
"Science Fiction, Thriller",en,2021-07-23,4.6,"refugees;struggles;appear;triptych,",Settlers
"Animation, Comedy, Family",en,2022-02-02,6.7,tells;York;1920s;City,Fireheart
"Animation, Family, Adventure, Action, Comedy, Drama",ja,2014-07-19,6.4,"rampage,;Diamond;Diamond;create",Pokémon the Movie: Diancie and the Cocoon of Destruction
Action,cn,2007-07-26,6.9,takeover;Sergeant;protocols.;China's,Flash Point
"Drama, Music",en,2022-06-22,0.0,seen;complicated;Colonel;relationship,Elvis
"Comedy, Horror, Science Fiction",en,1988-05-27,6.4,cocoons;disguised;rural;later,Killer Klowns from Outer Space
"Drama, Crime, History",en,2019-12-25,8.0,system;them.;Harvard-educated;disenfranchised,Just Mercy
"Thriller, Crime, Action",en,2009-06-10,6.3,"day's;City;train,;holding",The Taking of Pelham 1 2 3
"Action, Adventure, Comedy, Family",en,1999-07-23,4.4,security;robotics;planned;limbs,Inspector Gadget
"Fantasy, Horror, Thriller",en,1992-04-10,5.9,alive;roam;whose;breed,Sleepwalkers
"Comedy, Crime, Science Fiction",en,2002-07-26,6.0,"kingpin;fight;Evil.;time,",Austin Powers in Goldmember
"Drama, Thriller",en,2020-02-14,4.9,"journalist;puts;knows.;McMahon,",The Last Thing He Wanted
Drama,en,2016-05-06,7.4,"legend,;football;Pele.;Brazilian",Pelé: Birth of a Legend
"Animation, Family, Adventure",en,2017-05-18,6.0,"earth,;deepest;abandoned;thrives",Deep
"Romance, Drama",en,2015-11-20,7.5,"1950s;older,;married;dreams",Carol
"Action, Adventure, Animation, Comedy, Romance",ja,1991-08-16,5.7,alien;tofu;obtain;Ataru,Urusei Yatsura: Always My Darling
"Drama, History, War",de,1993-01-20,7.3,escape;command;German;Lieutenant,Stalingrad
"Drama, History",en,1960-07-07,7.8,"candidate,;Drummond;receives;evolution.",Inherit the Wind
"Crime, Mystery, Thriller",en,2002-09-09,6.8,slick;hangs;rifle;told,Phone Booth
"Animation, Family",en,2020-11-24,5.5,Viking;swoop;Odinyule;—,Dragons: Rescue Riders: Huttsgalor Holiday
"Action, Crime, Horror",ja,2001-12-22,7.1,levels;yakuza;able;comes,Ichi the Killer
"Fantasy, Animation, Family",it,2007-11-29,6.9,greatest;conflict.;flame.;depends,Winx Club: The Secret of the Lost Kingdom
"Crime, Drama, Thriller",en,2002-07-12,7.4,him.;Sullivan;run;crime,Road to Perdition
"Fantasy, Animation, Horror, Action",en,2022-05-03,0.0,"got;House;Fortunately,;shreds,",Constantine: The House of Mystery
"Romance, Drama",en,2020-10-16,7.7,"opposites,;illness;people;death",2 Hearts
"Horror, Science Fiction, Thriller",en,2000-08-17,6.3,killer;saving;comatose;journeys,The Cell
Documentary,en,2021-02-12,7.6,we;identity;reflected;iconic,Marvel's Behind the Mask
"Action, Thriller, Drama",en,2022-03-04,6.0,"sexually;MFM,;thrilling;violent",Asking For It
"Animation, Family, Music",en,1944-07-21,6.4,birthday;each;Donald's;three,The Three Caballeros
"Action, Drama",ja,2021-07-09,8.0,gang.;murdered.;future;change,Tokyo Revengers
"Action, Science Fiction",en,1971-05-20,6.3,three;mysteriously;escape.;apes,Escape from the Planet of the Apes
Comedy,es,2016-03-17,6.9,remove;funeral;suicide;denies,The Bribe of Heaven
"Romance, History",en,2019-06-28,7.3,lady-in-waiting;controlling;herself;Hamlet's,Ophelia
"Drama, Thriller, Crime",en,2004-09-30,7.0,"heat,;regime;XXXX;drug",Layer Cake
"Comedy, Drama, Romance",en,2017-09-07,6.1,three;unexpected;mom;her.,Home Again
"Music, Documentary",en,2017-03-11,6.8,adventure;decorated;René;trace,Residente
"Drama, Thriller",en,1996-07-17,6.5,car;director;produce;raw,Crash
"Animation, Drama, Family, Fantasy",en,1994-03-29,6.5,saves;prince;fairy;tiny,Thumbelina
Horror,en,2005-07-08,5.5,New;She;daughter;though,Dark Water
Horror,en,2015-10-01,5.4,"order;survive;until;creature,",Howl
"Science Fiction, Action",en,1996-05-02,4.0,free;Barb;weapons.;tense,Barb Wire
"Adventure, Comedy, Drama",en,2016-03-31,7.7,"differences;Ricky;ensues,;kid",Hunt for the Wilderpeople
"Horror, Science Fiction",en,1998-12-25,6.5,suspicions:;confirms;another;things,The Faculty
"Action, Adventure, Comedy, Family",en,1991-08-09,5.0,"skateboarding,;Bingo;life!;Bingo",Bingo
"Action, Comedy, Science Fiction",en,2017-01-17,4.2,"overpopulated,;people;scoring;country",Death Race 2050
"Comedy, Romance",en,2008-04-30,6.4,engaged.;platonic;He's;agrees,Made of Honor
"Action, Adventure, Science Fiction",en,2003-11-26,5.7,survive;century;trapped;14th,Timeline
Comedy,en,2015-06-26,6.3,"chance;New;same;attraction,",Sleeping with Other People
Comedy,it,2001-01-26,5.2,leave;nice;best;trip,Sexy Comedy
"Action, Drama, Thriller, War",en,2001-11-30,6.3,led;mission;rescue;see,Behind Enemy Lines
"Thriller, Romance",tl,2022-01-14,5.8,"members;cash,;away;earth",Hugas
"Comedy, Romance",en,1984-08-15,6.2,totally;looks.;would;sneak,The Woman in Red
"Animation, Action, Science Fiction, Adventure",ja,2013-12-30,6.5,"reclaimed;General."";lead;asteroid",Neppuu Kairiku Bushi Road
"Drama, Thriller, Adventure, Horror",en,2017-10-06,6.4,"baby;live,;home;infected",Cargo
Action,en,2018-01-12,5.7,fighting;intentions.;corrupt;teams,Acts of Violence
"Documentary, Music",en,2015-03-23,7.8,"innovative;like;Hailed;art,",Cobain: Montage of Heck
"Drama, Comedy",en,2021-02-12,5.8,"Manhattan;gone,;Frank—who;12",French Exit
"Adventure, Action, Romance, Drama",en,1990-06-27,6.3,"smash;doctor,;rivalry;stock",Days of Thunder
"Adventure, Animation, Family, Fantasy",en,1996-04-12,6.5,"giant;orphan;tongues,;spills",James and the Giant Peach
"Comedy, Drama",en,1997-12-25,7.0,President's;accused;final;weeks,Wag the Dog
"Family, Science Fiction, Adventure",en,1986-07-30,6.9,"home,;David;chance;passed.",Flight of the Navigator
"Action, Comedy",en,2017-05-03,5.4,escape.;vacation;mother;boyfriend,Snatched
"Romance, Comedy",pt,2021-11-18,6.3,"friction,;ready;cardiologist.;falls",Just Short of Perfect
"Drama, Horror, Thriller",en,2007-04-27,5.8,students;break;share;upon,Wind Chill
"Drama, History",en,2006-05-24,6.6,Louis;retelling;ill-fated;19,Marie Antoinette
Horror,en,2020-10-28,6.3,parents;uses;else.;son,Come Play
"Comedy, Family",en,1961-05-13,7.1,parents';twin;mother;scare,The Parent Trap
"Drama, Romance",en,2014-10-15,7.5,many;visit;pair;former,The Best of Me
Drama,fr,2016-08-26,7.2,"home;absence;terminally;writer,",It's Only the End of the World
"Comedy, Family, Music, Romance",en,1982-06-11,5.1,"rumble;kid;1961,;graduated,",Grease 2
"Comedy, Animation, Adventure",es,2014-08-30,6.5,laughter;stop;Filemón;Mortadelo,Mortadelo and Filemon: Mission Implausible
"Drama, History",en,1965-02-15,6.4,"resurrection,;Jesus;From;Herod;",The Greatest Story Ever Told
"Drama, Thriller",en,2015-05-31,5.9,is.;goes;date;small,Return to Sender
"Comedy, Horror, Action, Crime",en,2018-04-29,6.4,"both;Innovative,;And;mystery-solving",Daphne & Velma
"Comedy, Drama, Romance",en,1996-12-13,6.9,anything;he's;just;possible,Jerry Maguire
"Science Fiction, Drama, Mystery, Thriller",en,2018-09-26,5.8,deep;struggle;live;father,High Life
"Thriller, Horror",es,2011-10-14,7.1,apartment;relationship;maintains;Barcelona.,Sleep Tight
"Animation, Fantasy, Horror",ja,1985-12-21,6.6,"vampire;requests;kill;supernatural,",Vampire Hunter D
"Drama, History",en,2009-09-25,6.4,"heart-wrenching;legendary;""On;science,",Creation
"Action, Adventure, Comedy, Western",en,2003-02-06,6.1,"time,;duo;Chon's;dynamic",Shanghai Knights
"Action, Thriller, War, Drama",zh,2018-02-16,6.9,fights;Unit;nation;Jiaolong,Operation Red Sea
"Comedy, Horror",en,2014-09-04,5.5,"resurface;Before;time,;zombie",Burying the Ex
"Music, Romance, Drama",en,2016-04-08,7.1,could;preparing;sparks;Conservatory,High Strung
Action,en,2019-02-01,6.4,"cunning,;crime.;drawn;cross-border",Miss Bala
"Crime, Drama, Thriller",en,1993-11-24,7.5,run;boy;Marshal.;kidnapped,A Perfect World
"Drama, Romance",en,2003-12-19,6.9,"1953;private;Katherine;College,",Mona Lisa Smile
"Horror, Thriller",en,2018-04-20,5.7,child;secrets;these;she’s,St. Agatha
Comedy,en,1997-02-13,6.1,hits;ill-fated;road;Griswold,Vegas Vacation
"Drama, Romance",en,1995-08-11,7.2,pregnant;so;husband;unwed,A Walk in the Clouds
Drama,en,1974-02-24,5.6,evaluation;undergoes;psychological;desires.,Porno Baby
"Western, Action, Fantasy, Horror",en,2017-08-30,5.0,ride.;gang;redemption…or;Boomer,Dead Again in Tombstone
"Family, Comedy, Action",fr,2016-11-11,5.9,together;crashing;stop;escapes,Full Speed
Drama,fr,2014-10-01,6.4,identity;accepted;family.;Muslim,The Apostle
"Romance, Drama",en,1989-12-22,5.3,setting;mesmerized;Rio;self-made,Wild Orchid
"Crime, Comedy, Drama",en,2019-07-12,6.0,con;set;ultimate;behind,Lying and Stealing
"Action, Crime, Thriller",en,2016-09-23,4.9,paths;kingpin's;saves;agent—crosses,End of a Gun
"Adventure, Animation, Comedy, Family, Fantasy",en,2006-10-20,5.1,turn;apart.;potion;zombie,Casper's Scare School
"Comedy, Action",en,1997-01-17,5.6,"Japan;clan.;Ninjas,;White",Beverly Hills Ninja
Comedy,en,2015-06-03,6.2,head;Ari;Vincent;Some,Entourage
"Crime, Drama",en,2003-09-20,7.1,routine;others;ordinary;high,Elephant
"Animation, Family, Comedy",en,2011-06-16,7.0,Ken;vacation;toys;Barbie,Hawaiian Vacation
"Drama, Romance",fr,1999-05-12,5.7,claiming;writer;journeys;friends.,Pola X
"Mystery, Thriller",en,2017-08-10,5.1,husband;regains;relationship;changes,All I See Is You
Documentary,en,2013-11-26,8.5,Breaking;acclaimed;five;series,No Half Measures: Creating the Final Season of Breaking Bad
"Animation, Action",ja,2014-08-24,8.3,father's;road;groups;challenges,New Initial D the Movie - Legend 1: Awakening
"Drama, History",en,2020-09-25,7.8,history.;turned;notorious;What,The Trial of the Chicago 7
"Romance, Drama",en,2015-10-20,7.3,"Ireland;Lacey;York,;choose",Brooklyn
"Thriller, History, Drama, Action",en,2019-03-14,7.6,"2008.;hatred;Mahal;Mumbai,",Hotel Mumbai
"Comedy, Drama, Romance",id,2019-01-31,6.6,"immune;others,;attend;shut-in",Too Handsome To Handle
"Action, Adventure, Animation, Family",ja,2013-07-13,6.5,attracts;Pokémon;red;legendary,Pokémon the Movie: Genesect and the Legend Awakened
Comedy,en,1999-02-19,7.4,"Initech;slave;Unable;Corporation,",Office Space
"Drama, Fantasy, Thriller",en,2020-01-17,7.1,indicted;work.;murdering;realizes,A Fall from Grace
"Adventure, Fantasy",fr,2021-07-21,7.1,King;throne;acclaimed;Arthur,Kaamelott: The First Chapter
"Thriller, Horror",ko,2010-08-12,7.8,"Soo-hyun,;imagine;were;serial",I Saw the Devil
Drama,en,2016-04-08,7.2,"theories;Iyengar;professor,;WWI,",The Man Who Knew Infinity
"Thriller, Mystery",en,2013-02-27,5.8,steps;nine;work;weeks,The Dyatlov Pass Incident
Horror,en,2019-07-19,8.5,Chicago;wounded;spree;transferring,Tiffany + Chucky
"Drama, Romance",it,1972-10-14,7.0,sexual;recently;woman.;anonymous,Last Tango in Paris
"Action, Drama, History, War",en,1976-06-18,6.6,II.;during;point;Japanese,Midway
"Animation, Adventure, Family",en,2020-12-11,6.6,Truck;crash-lands;holiday;hand,A Trash Truck Christmas
Thriller,es,2019-04-04,6.4,"open,;van;box;purpose",4x4
"Animation, Adventure",en,2013-08-09,5.9,"tale;friendship,;embarks;&amp;",Justin and the Knights of Valour
"Western, Action, Drama",en,2015-12-31,5.8,eight;defend;down;ten,Jane Got a Gun
"Drama, Romance",de,2019-10-10,8.0,Jessica;meets;plans.;knows,Close to the Horizon
"Comedy, Action",fr,2018-04-07,5.6,gets;drive;legendary;police,Taxi 5
"Comedy, Fantasy, Horror",en,1987-06-12,6.5,village;picturesque;Three;single,The Witches of Eastwick
"Action, Thriller, Adventure",en,2011-04-07,6.6,"journeys;assassin.;Finland,;perfect",Hanna
"Science Fiction, Adventure",en,1986-11-26,7.2,"action-packed;mankind,;alien;exact-change",Star Trek IV: The Voyage Home
"Animation, Action",en,2019-08-03,7.5,Neighborhood;destroyed?;theft;Spider-Man,LEGO Marvel Spider-Man: Vexed by Venom
"Drama, Thriller",en,1979-01-25,7.5,"prepare;18,;Francisco;Lee",Escape From Alcatraz
"Comedy, Drama, Romance",en,2017-03-30,7.4,"feisty;Gardner;feelings.;illness,",The Big Sick
Comedy,en,2003-04-14,4.1,puts;pair;scheme;unprincipled,Dumb and Dumberer: When Harry Met Lloyd
"Action, Mystery, Thriller, Science Fiction",en,2018-12-21,5.2,gifted;daughter.;wife;dead,Between Worlds
"Drama, Romance, War",en,1996-11-05,7.2,"unfolds,;map;love,;explorers.",The English Patient
"Action, Comedy, Crime, Thriller",en,2003-01-17,5.9,Two;thrown;operation.;mismatched,National Security
"Action, Adventure, Drama",en,2016-02-18,6.1,"last;opportunity;love,;lost","Crouching Tiger, Hidden Dragon: Sword of Destiny"
"Comedy, Romance",en,2003-02-07,6.7,outrageous;(Matthew;guy;needs,How to Lose a Guy in 10 Days
"Adventure, Family, Fantasy, Comedy, Romance",en,1987-09-25,7.7,"odds;size.;princes,;Buttercup",The Princess Bride
"Animation, Family",en,2009-10-27,6.6,"circus;across;train,;Kayla,",Curious George 2: Follow That Monkey!
"Drama, Horror, Romance, Science Fiction",en,2018-03-08,5.7,survive;strange;nighttime.;leg,Hostile
"Crime, Action, Drama, Thriller",en,2008-10-15,5.3,slain;part;murders;whose,Max Payne
Horror,en,2017-02-03,5.5,urban;daughter;embroiled;troubled,Don't Knock Twice
"Science Fiction, Comedy",es,2011-09-11,5.5,do;if;Everyone;just,Extraterrestrial
"Thriller, Crime, Horror",en,2018-04-19,6.8,disturbing;no;thief;in.,Bad Samaritan
"Drama, Thriller, Crime, Adventure",en,1991-05-24,7.6,had;rape;both;rediscover,Thelma & Louise
"Horror, Thriller",en,2019-02-06,6.2,concerned;him.;behavior;something,The Prodigy
